selection_type,task,model,variant,selected_feature_count,predictive_score,trading_score,cumulative_return,sharpe_ratio,max_drawdown,rule
classification_experiment_winner,classification,svm,boruta_onchain,22,0.6764843384759234,-0.5792415410871339,-0.5792415410871339,-0.2249121826419545,-0.7760539296412821,"classification: highest F1; regression: lowest RMSE, tie-break by IC then trading score"
classification_return_winner,classification,rf,boruta_onchain,22,0.5999701358817381,20.465044196553123,20.465044196553123,0.8484914583850183,-0.4352600841339732,"highest cumulative return, tie-break by Sharpe then drawdown"
regression_experiment_winner,regression,lasso,boruta_all,78,-0.0277733314674015,,,,,"classification: highest F1; regression: lowest RMSE, tie-break by IC then trading score"
regression_return_winner,regression,rf,boruta_onchain,6,-0.03303145607014997,13.212349000247077,13.212349000247077,0.6944792703046592,-0.6370285736483073,"highest cumulative return, tie-break by Sharpe then drawdown"
final_return_model,regression,rf,boruta_onchain,6,-0.03303145607014997,13.212349000247077,13.212349000247077,0.6944792703046592,-0.6370285736483073,final model for return prediction: regression return winner
