feature,horizon,IC_mean,RankIC_mean,IC_std,negative_IC_ratio,n_folds,n_samples_mean
diff_log1p,5,-0.04706332229620462,-0.054231124529026474,0.1694027732873567,0.7058823529411765,17,182.7058823529412
diff_log1p,7,-0.05277087017233123,-0.05835663451913942,0.20341142531217862,0.47058823529411764,17,182.7058823529412
diff_log1p,10,-0.06874602758620516,-0.06526971901932058,0.245141210892627,0.5294117647058824,17,182.7058823529412
diff_log1p,14,-0.08163635579952333,-0.07057133794442963,0.28368695810269545,0.5882352941176471,17,182.7058823529412
diff_log1p,21,-0.08561811997222246,-0.07028591311571217,0.35297128025744684,0.47058823529411764,17,182.7058823529412
diff_log1p,30,-0.08596343289217319,-0.07020239117309131,0.411308139046402,0.47058823529411764,17,182.7058823529412
diff_log1p,45,-0.10631533141391876,-0.07221349203030183,0.4824820072529104,0.47058823529411764,17,182.7058823529412
diff_log1p,60,-0.10170291716392224,-0.08164081612849264,0.5365904049337858,0.5,16,182.625
diff_log1p,90,-0.13475827251567837,-0.12801550269184436,0.5926433219000634,0.625,16,182.625
diff_log1p,120,-0.16330050956614017,-0.11871038046748553,0.6092185055901086,0.6875,16,182.625
diff_log1p,180,-0.20938518464112,-0.14544672255073673,0.5880427703313776,0.7333333333333333,15,182.6
diff_ma7_dev,1,-0.002694549707516293,0.027569910776753075,0.070361077423007,0.5294117647058824,17,182.7058823529412
diff_ma7_dev,2,-0.013109407197891255,0.012855355154545665,0.08742938574400722,0.47058823529411764,17,182.7058823529412
diff_ma7_dev,3,-0.010542870294970053,0.004254606931974578,0.09951627514617334,0.47058823529411764,17,182.7058823529412
diff_ma7_dev,5,0.0036849898138379142,0.0006630431423815253,0.13136855154016025,0.4117647058823529,17,182.7058823529412
diff_ma7_dev,7,0.02577339641047538,0.018284179762123612,0.13939767428979538,0.5294117647058824,17,182.7058823529412
diff_ma7_dev,10,0.02322936762511354,0.013470669743745433,0.1543619482142827,0.47058823529411764,17,182.7058823529412
diff_ma7_dev,14,0.018366714367334103,0.0125969733650091,0.15601086017297797,0.47058823529411764,17,182.7058823529412
diff_ma7_dev,21,0.033882786125573675,0.028865509359476457,0.1502992042106832,0.35294117647058826,17,182.7058823529412
diff_ma7_dev,30,0.02806332213425052,0.006689385299758931,0.12943881212611447,0.35294117647058826,17,182.7058823529412
diff_ma7_dev,45,-0.018415610368084884,-0.0024009828832080044,0.1519548452924669,0.5294117647058824,17,182.7058823529412
diff_ma7_dev,60,0.027728615951085653,0.05599394839377617,0.11657741076503528,0.4375,16,182.625
diff_ma7_dev,90,-0.000450367929430648,0.006262719093219122,0.10604446395440568,0.4375,16,182.625
diff_ma7_dev,120,0.006312194050670069,0.01639420761296796,0.1550019619407778,0.4375,16,182.625
diff_ma7_dev,180,-0.011620830430044755,0.007487064452497733,0.14570954778010206,0.4,15,182.6
diff_pct_1d,1,0.020953198998313154,0.026147811880742756,0.07038278562489841,0.35294117647058826,17,182.7058823529412
diff_pct_1d,2,-0.001124725739785018,0.02260056626187454,0.06707953761501402,0.5294117647058824,17,182.7058823529412
diff_pct_1d,3,-0.007023769731281279,0.029424692008134943,0.06965104495901689,0.5294117647058824,17,182.7058823529412
diff_pct_1d,5,-0.013360335904643247,0.012591602133085978,0.09017864528371658,0.5882352941176471,17,182.7058823529412
diff_pct_1d,7,0.005675407254462917,0.012068673910539113,0.08675332924268328,0.47058823529411764,17,182.7058823529412
diff_pct_1d,10,0.018057791588587672,0.017818447426359494,0.08027166623475461,0.5294117647058824,17,182.7058823529412
diff_pct_1d,14,0.002384404461487051,-0.009855607627649116,0.08922854833183605,0.5882352941176471,17,182.7058823529412
diff_pct_1d,21,0.012981177606504352,0.021091228190652477,0.08123431365955025,0.35294117647058826,17,182.7058823529412
diff_pct_1d,30,0.007275173878065635,0.0038617081715112095,0.06876477050137393,0.4117647058823529,17,182.7058823529412
diff_pct_1d,45,-0.000356737567554278,0.010562035905944947,0.07982542702863916,0.47058823529411764,17,182.7058823529412
diff_pct_1d,60,0.009411251770182915,0.031308798226636486,0.05912110679134401,0.4375,16,182.625
diff_pct_1d,90,-0.0032786651512769632,0.008908756377695629,0.06096634181418023,0.5625,16,182.625
diff_pct_1d,120,0.0042148894234752265,0.007571994242838014,0.07786448338270047,0.4375,16,182.625
diff_pct_1d,180,0.0006825873429430168,0.010454295029877334,0.08182428703823053,0.4,15,182.6
diff_pct_7d,1,0.007670352634136326,0.021543458577513365,0.07215311289580806,0.47058823529411764,17,182.7058823529412
diff_pct_7d,2,0.007738466449454645,0.013620481808560857,0.09314776214477682,0.47058823529411764,17,182.7058823529412
diff_pct_7d,3,0.01792140642718849,0.006845710170988777,0.10716118029356697,0.4117647058823529,17,182.7058823529412
diff_pct_7d,5,0.03343101692779164,0.007559708983105987,0.14246336492164716,0.47058823529411764,17,182.7058823529412
diff_pct_7d,7,0.04207258603345824,0.01348034761510413,0.16483952257139256,0.4117647058823529,17,182.7058823529412
diff_pct_7d,10,0.03396300221461631,0.009566794968359037,0.18899279117423523,0.4117647058823529,17,182.7058823529412
diff_pct_7d,14,0.03987846232839515,0.020463621034166143,0.16825291543867685,0.35294117647058826,17,182.7058823529412
diff_pct_7d,21,0.051082520904686894,0.03454648387364914,0.17286472921586138,0.29411764705882354,17,182.7058823529412
diff_pct_7d,30,0.04209634048755427,0.010356112595728134,0.15569844748040412,0.35294117647058826,17,182.7058823529412
diff_pct_7d,45,-0.023721647679835815,0.00025569134378807223,0.176755725937631,0.5294117647058824,17,182.7058823529412
diff_pct_7d,60,0.044349718929791684,0.0687080680383529,0.13315706830772106,0.3125,16,182.625
diff_pct_7d,90,0.0066539508358563594,0.005143034963232845,0.1243473496704132,0.375,16,182.625
diff_pct_7d,120,0.0038257778599466094,0.016778110631973837,0.18856862917231051,0.5,16,182.625
diff_pct_7d,180,-0.018680126037877876,0.0019309033349563483,0.16007190801154883,0.3333333333333333,15,182.6
diff_z30,1,-0.004656992569313543,0.018971386888434506,0.057799034590112784,0.6470588235294118,17,182.7058823529412
diff_z30,2,-0.010477278964770183,0.0037341402993746027,0.07744212637200194,0.5882352941176471,17,182.7058823529412
diff_z30,3,-0.006268222883062012,0.005286788989291935,0.10086486057687974,0.5294117647058824,17,182.7058823529412
diff_z30,5,-0.00018600544200287437,0.014263364024936269,0.14674926921929174,0.47058823529411764,17,182.7058823529412
diff_z30,7,0.010708802330382365,0.03241610360132326,0.17305952643298944,0.4117647058823529,17,182.7058823529412
diff_z30,10,-0.0010784128468513889,0.03238929199056659,0.18105279911823488,0.47058823529411764,17,182.7058823529412
diff_z30,14,-0.016537609649779225,0.014032313877635802,0.1870811460282545,0.5882352941176471,17,182.7058823529412
diff_z30,21,0.0035034468744417494,0.021415013667617364,0.2072047397349624,0.5294117647058824,17,182.7058823529412
