scope,strategy,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover
oos,quantile_asym_ls_L0.05_S0.40,0.45019427764040976,0.05015895443306252,0.40003532320734725,-0.1794210284560579,-0.016982051408089394,-0.04797039666818911,-0.840353882731192,0.12149976269577599
oos,quantile_asym_ls_L0.05_S0.30,0.35022960084775695,0.05015895443306252,0.30007064641469444,0.5702931923334325,0.03986048845285883,0.12170861275007937,-0.7403846263842625,0.13194114855244424
oos,quantile_asym_ls_L0.05_S0.20,0.2502649240551042,0.05015895443306252,0.2001059696220417,2.6681727169421787,0.11915542796790546,0.4021500046946399,-0.5747085199283577,0.1006169909824395
oos,quantile_asym_ls_L0.05_S0.10,0.15030024726245142,0.05015895443306252,0.10014129282938891,3.4886165191569294,0.1388942592410698,0.5070530837363759,-0.3837428650744265,0.08637873754152824
oos,quantile_asym_ls_L0.05_S0.05,0.10031790886612504,0.05015895443306252,0.05015895443306252,3.698042834289253,0.1434015813584819,0.614988373028338,-0.2274805423542354,0.062173706691979115
oos,quantile_asym_ls_L0.05_S0.02,0.07029318262098198,0.05015895443306252,0.020134228187919462,4.064935105108151,0.15087299903954632,0.7028353982666021,-0.22447372527777035,0.04224015187470337
oos,quantile_asym_ls_L0.02_S0.50,0.5201342281879194,0.020134228187919462,0.5,-0.8486724406884358,-0.1508825899276337,-0.4127520369171206,-0.9377432729065913,0.09492168960607499
oos,quantile_asym_ls_L0.02_S0.40,0.4201695513952667,0.020134228187919462,0.40003532320734725,-0.5778956145311425,-0.07198424075485432,-0.21254149125402064,-0.8399248377406362,0.10393925011865211
oos,quantile_asym_ls_L0.02_S0.30,0.32020487460261393,0.020134228187919462,0.30007064641469444,-0.19224393270923823,-0.018322176026492665,-0.05893176616591708,-0.7396869164904895,0.11438063597532036
oos,quantile_asym_ls_L0.02_S0.20,0.22024019780996115,0.020134228187919462,0.2001059696220417,0.8869016196762285,0.05653602326046947,0.20345168975268219,-0.5571657215506395,0.08305647840531562
oos,quantile_asym_ls_L0.02_S0.10,0.12027552101730837,0.020134228187919462,0.10014129282938891,1.3089364742789393,0.07517042003503116,0.2960555294335469,-0.3522629722825641,0.06881822496440437
oos,quantile_asym_ls_L0.02_S0.05,0.07029318262098198,0.020134228187919462,0.05015895443306252,1.416665003909194,0.07942554677299607,0.3795089161068317,-0.35761786015697017,0.044613194114855245
oos,quantile_asym_ls_L0.02_S0.02,0.040268456375838924,0.020134228187919462,0.020134228187919462,1.6053937452951672,0.08647892088672648,0.4589297335766695,-0.2687375065304815,0.024679639297579496
oos,quantile_long_only_0.50,0.5,0.5,0.0,-0.19953213973743333,-0.01909255425400147,-0.04871804487280607,-0.7786594404027355,0.08258186995728524
oos,quantile_long_only_0.40,0.40003532320734725,0.40003532320734725,0.0,-0.3182679662865433,-0.03263966161985632,-0.08997077091973259,-0.7576381237509382,0.09349786426198387
oos,quantile_long_only_0.30,0.30007064641469444,0.30007064641469444,0.0,1.0471868501701382,0.06402352372060438,0.2036008443784307,-0.718145542245072,0.07783578547698149
oos,quantile_long_only_0.20,0.2001059696220417,0.2001059696220417,0.0,0.537009812274118,0.037932692986427874,0.146950112007085,-0.6536926750856938,0.0702420503084955
oos,quantile_long_only_0.10,0.10014129282938891,0.10014129282938891,0.0,1.3318386014759538,0.07608998013259094,0.40449279797647586,-0.5119182352769375,0.052206929283341245
oos,quantile_long_only_0.05,0.05015895443306252,0.05015895443306252,0.0,2.4350368035418404,0.1128080433138603,0.7739688429178643,-0.18692788998951929,0.029425723777883245
