model,task,variant,selected_feature_count,cnn_lstm_classification_full_history_accuracy,cnn_lstm_classification_full_history_precision,cnn_lstm_classification_full_history_recall,cnn_lstm_classification_full_history_f1,cost_bps,cumulative_return,annualised_return,annualised_volatility,max_drawdown,sharpe_ratio,turnover,n_days,cnn_lstm_classification_oos_accuracy,cnn_lstm_classification_oos_precision,cnn_lstm_classification_oos_recall,cnn_lstm_classification_oos_f1,cnn_lstm_regression_oos_mae,cnn_lstm_regression_oos_mse,cnn_lstm_regression_oos_rmse,cnn_lstm_regression_oos_ic,cnn_lstm_regression_oos_rank_ic,cnn_lstm_oos_rank_ic,gru_classification_oos_accuracy,gru_classification_oos_precision,gru_classification_oos_recall,gru_classification_oos_f1,gru_regression_oos_mae,gru_regression_oos_mse,gru_regression_oos_rmse,gru_regression_oos_ic,gru_regression_oos_rank_ic,gru_oos_rank_ic,lasso_regression_oos_mae,lasso_regression_oos_mse,lasso_regression_oos_rmse,lasso_regression_oos_ic,lasso_regression_oos_rank_ic,lasso_oos_rank_ic,lgbm_classification_oos_accuracy,lgbm_classification_oos_precision,lgbm_classification_oos_recall,lgbm_classification_oos_f1,lgbm_regression_oos_mae,lgbm_regression_oos_mse,lgbm_regression_oos_rmse,lgbm_regression_oos_ic,lgbm_regression_oos_rank_ic,lgbm_oos_rank_ic,lstm_classification_oos_accuracy,lstm_classification_oos_precision,lstm_classification_oos_recall,lstm_classification_oos_f1,lstm_regression_oos_mae,lstm_regression_oos_mse,lstm_regression_oos_rmse,lstm_regression_oos_ic,lstm_regression_oos_rank_ic,lstm_oos_rank_ic,rf_classification_oos_accuracy,rf_classification_oos_precision,rf_classification_oos_recall,rf_classification_oos_f1,rf_regression_oos_mae,rf_regression_oos_mse,rf_regression_oos_rmse,rf_regression_oos_ic,rf_regression_oos_rank_ic,rf_oos_rank_ic,svm_classification_oos_accuracy,svm_classification_oos_precision,svm_classification_oos_recall,svm_classification_oos_f1,cost,svm_regression_oos_mae,svm_regression_oos_mse,svm_regression_oos_rmse,svm_regression_oos_ic,svm_regression_oos_rank_ic,svm_oos_rank_ic,tcn_classification_oos_accuracy,tcn_classification_oos_precision,tcn_classification_oos_recall,tcn_classification_oos_f1,tcn_regression_oos_mae,tcn_regression_oos_mse,tcn_regression_oos_rmse,tcn_regression_oos_ic,tcn_regression_oos_rank_ic,tcn_oos_rank_ic,xgboost_classification_oos_accuracy,xgboost_classification_oos_precision,xgboost_classification_oos_recall,xgboost_classification_oos_f1,xgboost_regression_oos_mae,xgboost_regression_oos_mse,xgboost_regression_oos_rmse,xgboost_regression_oos_ic,xgboost_regression_oos_rank_ic,xgboost_oos_rank_ic,predictive_score,trading_score,rmse,ic,predictive_rank,trading_rank
gru,classification,onchain,58.0,,,,,5.0,-0.7561748917502972,-0.1150654337523462,0.4032710354636827,-0.8935671966802885,-0.2853302707942898,0.0953962980541053,4214.0,,,,,,,,,,,0.4987636877428471,0.5101522842639594,0.4861782999308915,0.49787685774946927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49787685774946927,-0.7561748917502972,,,31.0,31.0
svm,classification,onchain,58.0,,,,,5.0,-0.813358,-0.135316,0.324134,-0.860287,-0.417468,0.297105,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5084775697633345,0.510987923183528,0.891845196959226,0.6497168030207677,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6497168030207677,-0.813358,,,4.0,32.0
lgbm,classification,all,78.0,,,,,5.0,-0.8450081804991472,-0.1491211059270221,0.3273103326142219,-0.8861737959417697,-0.4555954733723022,0.3369719981015662,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5192511480042388,0.5182745431364216,0.8427781617138909,0.641842105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.641842105263158,-0.8450081804991472,,,6.0,33.0
svm,classification,all,78.0,,,,,5.0,-0.874448,-0.164505,0.306503,-0.914917,-0.536717,0.292833,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5060049452490286,0.5100726895119418,0.848652384243262,0.6371773252043066,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6371773252043066,-0.874448,,,7.0,34.0
lstm,regression,boruta_onchain,6.0,,,,,5.0,15.54925114156006,0.2751631567390549,0.3753946084879096,-0.5798823745719409,0.7329970929721467,0.3065970574276222,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022422135495716027,0.0011033317188231249,0.03321643747940355,0.07141284095023506,0.046470107945804306,0.046470107945804306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03321643747940355,15.54925114156006,0.03321643747940355,0.07141284095023506,8.0,1.0
rf,regression,boruta_onchain,6.0,,,,,5.0,13.212349000247077,0.2584598217101916,0.3721634795475013,-0.6370285736483073,0.6944792703046592,0.3146654010441386,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0220652741276771,0.0010910770901142474,0.03303145607014997,0.06401399605996533,0.023007626441732012,0.023007626441732012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03303145607014997,13.212349000247077,0.03303145607014997,0.06401399605996533,2.0,2.0
tcn,regression,boruta_onchain,6.0,,,,,5.0,11.89913292783248,0.247936123471365,0.3787847975608855,-0.6849397787932658,0.6545566904160456,0.3426672994779307,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022943674357584053,0.00113591823257345,0.03370338606985135,0.07954147775277991,0.07162229519723459,0.07162229519723459,,,,,,,,,,,-0.03370338606985135,11.89913292783248,0.03370338606985135,0.07954147775277991,22.0,3.0
xgboost,regression,all,78.0,,,,,5.0,10.88425987871898,0.2391099141376864,0.3883340757566998,-0.6041534653630177,0.615732507305113,0.2700522069292833,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02253613619713005,0.0011143653885033924,0.03338211180412935,0.05360017970715943,0.017617223938105876,0.017617223938105876,-0.03338211180412935,10.88425987871898,0.03338211180412935,0.05360017970715943,17.0,4.0
rf,regression,boruta_all,8.0,,,,,5.0,10.04259185448567,0.2312512462065943,0.3746563486838606,-0.4942625773710007,0.6172356267789466,0.2510678690080683,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02208549768527639,0.0010915853043498036,0.03303914805726388,0.08763690128667143,0.008225300914835799,0.008225300914835799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03303914805726388,10.04259185448567,0.03303914805726388,0.08763690128667143,3.0,5.0
xgboost,regression,boruta_all,8.0,,,,,5.0,8.06121412905942,0.2103408647863174,0.3784443665763279,-0.6384890081092837,0.5558039261865827,0.3198860939724727,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02244477313954104,0.0011076971352749375,0.03328208429883768,0.04505588491579982,0.012339638333808306,0.012339638333808306,-0.03328208429883768,8.06121412905942,0.03328208429883768,0.04505588491579982,14.0,6.0
lgbm,regression,all,78.0,,,,,5.0,7.762024944310987,0.2068260315832621,0.382455445554422,-0.5444741733460934,0.540784642988778,0.2814428096820123,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021993515595930286,0.0010945154967827136,0.0330834625875635,0.0485882013403829,0.011766641375722484,0.011766641375722484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0330834625875635,7.762024944310987,0.0330834625875635,0.0485882013403829,4.0,7.0
svm,regression,ta,21.0,,,,,5.0,6.236097917763692,0.1869894857877156,0.3946070719525946,-0.5495263920243592,0.4738624801183981,0.2197437114380636,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02565582312452032,0.0013702018406910493,0.03701623752748311,0.051642752136729204,0.0007336862798995512,0.0007336862798995512,,,,,,,,,,,,,,,,,,,,,-0.03701623752748311,6.236097917763692,0.03701623752748311,0.051642752136729204,30.0,8.0
gru,regression,boruta_onchain,6.0,,,,,5.0,5.766890129641629,0.1801168711198386,0.3677609749031821,-0.5989469162466596,0.4897661345586131,0.2434741338395823,4214.0,,,,,,,,,,,,,,,0.02240171445936505,0.0011068688961799402,0.03326963925533218,0.048821850814905914,0.02534574847725961,0.02534574847725961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03326963925533218,5.766890129641629,0.03326963925533218,0.048821850814905914,13.0,9.0
svm,regression,boruta_onchain,6.0,,,,,5.0,5.395021281081582,0.1743534927934462,0.3495714299867577,-0.6099229324249348,0.4987635654322523,0.3350735643094447,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02215997604084531,0.001106854262336594,0.033269419326711944,0.06310687343607403,0.04569045053891576,0.04569045053891576,,,,,,,,,,,,,,,,,,,,,-0.033269419326711944,5.395021281081582,0.033269419326711944,0.06310687343607403,12.0,10.0
gru,regression,onchain,58.0,,,,,5.0,5.071269946437674,0.169080922626075,0.3438286380476446,-0.4924090887120605,0.4917592774882391,0.1998101566207878,4214.0,,,,,,,,,,,,,,,0.02316538135591282,0.001167614751448959,0.03417037827488831,0.025914587617627754,0.02128410527579354,0.02128410527579354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03417037827488831,5.071269946437674,0.03417037827488831,0.025914587617627754,24.0,11.0
rf,regression,all,78.0,,,,,5.0,4.701969269701207,0.1627433970214646,0.3853847169517514,-0.7611015411054662,0.4222881444513521,0.1822496440436639,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023984712120308532,0.0012246611912007056,0.03499515953958069,0.01028524925993895,0.002510515339700205,0.002510515339700205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03499515953958069,4.701969269701207,0.03499515953958069,0.01028524925993895,28.0,12.0
rf,regression,ta,21.0,,,,,5.0,4.018244781229403,0.1499501853463216,0.3791674108102037,-0.8208970526128357,0.395472240153521,0.1423825344091124,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02317395242091645,0.001187002223598919,0.034452898624047865,0.018761459095237465,0.005899138833934344,0.005899138833934344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034452898624047865,4.018244781229403,0.034452898624047865,0.018761459095237465,26.0,13.0
cnn_lstm,regression,boruta_onchain,6.0,,,,,5.0,3.588758912697858,0.141072982639681,0.380278774502596,-0.6616311402825875,0.370972539354068,0.2534409112482202,4214.0,,,,,0.02224719329807571,0.0011028463048678512,0.03320912984207583,0.04964294627175127,0.028749730656912643,0.028749730656912643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03320912984207583,3.588758912697858,0.03320912984207583,0.04964294627175127,6.0,14.0
svm,regression,boruta_all,8.0,,,,,5.0,3.434457263864659,0.1376973892871582,0.3331855027608322,-0.5564533710686768,0.4132754521015291,0.3080208827717133,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022601503354352747,0.0011170169941907783,0.03342180417318578,0.07725055515531472,0.03079949777749652,0.03079949777749652,,,,,,,,,,,,,,,,,,,,,-0.03342180417318578,3.434457263864659,0.03342180417318578,0.07725055515531472,19.0,15.0
lgbm,regression,boruta_onchain,6.0,,,,,5.0,2.5395280242458336,0.1157001046483758,0.3254100375247994,-0.6771399192502815,0.3555517387491724,0.301376364499288,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02211844964931574,0.0011028303347006888,0.03320888939276182,0.029746107623732847,0.0273259234347034,0.0273259234347034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03320888939276182,2.5395280242458336,0.03320888939276182,0.029746107623732847,5.0,16.0
xgboost,regression,ta,21.0,,,,,5.0,2.0781276486844864,0.1022838762497029,0.3988089220678454,-0.7483887950276814,0.2564733901121258,0.1841480778357855,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023168820749367908,0.0011714718440247632,0.03422677086762295,0.03515641157483583,0.0006569638335224883,0.0006569638335224883,-0.03422677086762295,2.0781276486844864,0.03422677086762295,0.03515641157483583,25.0,17.0
lgbm,regression,ta,21.0,,,,,5.0,1.7273645289665829,0.0907930198580904,0.3646904853632403,-0.4600517072124868,0.2489591132811112,0.2411010915994304,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022226782988900302,0.0011050414947095218,0.033242164410722745,0.020257051821721984,-0.003356704898625688,-0.003356704898625688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033242164410722745,1.7273645289665829,0.033242164410722745,0.020257051821721984,9.0,18.0
lgbm,regression,boruta_all,8.0,,,,,5.0,1.479141860716319,0.0818145660151969,0.3558870489700524,-0.5919100874991782,0.2298891354770305,0.2833412434741338,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022201808682777793,0.0011067921778476885,0.03326848625723281,0.005730645644517653,-0.001966003865442865,-0.001966003865442865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03326848625723281,1.479141860716319,0.03326848625723281,0.005730645644517653,11.0,19.0
xgboost,regression,onchain,58.0,,,,,5.0,1.2064421770811895,0.0709502296977637,0.3811504254811436,-0.6901373324488445,0.1861475809929899,0.3061224489795918,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022481541394862338,0.0011144670429330465,0.03338363435776648,0.042990944451482674,0.02031556110121026,0.02031556110121026,-0.03338363435776648,1.2064421770811895,0.03338363435776648,0.042990944451482674,18.0,20.0
lgbm,regression,onchain,58.0,,,,,5.0,0.6252164997582381,0.0429615435998576,0.3774531369468267,-0.6940354972959115,0.113819543128899,0.3160892263882297,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022262435261722013,0.0011122085782002604,0.03334979127671207,0.013239106799103098,-0.0009888939087310353,-0.0009888939087310353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03334979127671207,0.6252164997582381,0.03334979127671207,0.013239106799103098,15.0,21.0
xgboost,regression,boruta_onchain,6.0,,,,,5.0,0.2845476839822134,0.0219261548841032,0.3613727390769222,-0.7743322871409044,0.0606746234929358,0.3431419079259611,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0222651201355054,0.0011031580114567482,0.033213822596273805,0.04540408698142528,0.02083030781827615,0.02083030781827615,-0.033213822596273805,0.2845476839822134,0.033213822596273805,0.04540408698142528,7.0,22.0
xgboost,regression,boruta_ta,3.0,,,,,5.0,0.1533454303343682,0.0124338986274328,0.3779235244337327,-0.8351152436575697,0.0329005680344015,0.1737066919791172,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022473362021106266,0.0011190565696447953,0.033452302904954025,0.011102728427799469,-0.013171343984251054,-0.013171343984251054,-0.033452302904954025,0.1533454303343682,0.033452302904954025,0.011102728427799469,20.0,23.0
lstm,regression,onchain,58.0,,,,,5.0,-0.0748427224393536,-0.0067153446930308,0.339804918397464,-0.7217632365344718,-0.0197623528367414,0.2045562411010916,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02427414790138871,0.0012344016876059446,0.035134053105298636,-0.013681700770949993,-0.020182544246094593,-0.020182544246094593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035134053105298636,-0.0748427224393536,0.035134053105298636,-0.013681700770949993,29.0,24.0
tcn,regression,onchain,58.0,,,,,5.0,-0.2417476182562057,-0.0236850364077503,0.3893499801497593,-0.7640144269937578,-0.0608322527681653,0.26578073089701,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029736415184060012,0.0021384938650365415,0.04624385218638843,0.0169580812012787,-0.0003364701870162888,-0.0003364701870162888,,,,,,,,,,,-0.04624385218638843,-0.2417476182562057,0.04624385218638843,0.0169580812012787,32.0,25.0
rf,regression,onchain,58.0,,,,,5.0,-0.4096215690934305,-0.0446198178083737,0.3918639395276981,-0.9324147041016476,-0.1138655877908865,0.1936402467963929,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03274652059565203,0.002366840518258979,0.04865018518216533,-0.004158642398525444,-0.0009215328283656924,-0.0009215328283656924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04865018518216533,-0.4096215690934305,0.04865018518216533,-0.004158642398525444,33.0,26.0
lgbm,regression,boruta_ta,3.0,,,,,5.0,-0.5687261187428004,-0.0702551868189588,0.3483582971387216,-0.8855769822882552,-0.2016750782054205,0.2021831988609397,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022237666574413475,0.0011129924679971683,0.03336154175090186,-0.017506766510959393,-0.01022004901068262,-0.01022004901068262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03336154175090186,-0.5687261187428004,0.03336154175090186,-0.017506766510959393,16.0,27.0
cnn_lstm,regression,onchain,58.0,,,,,5.0,-0.6659543706059126,-0.0906021088669684,0.3444259231781227,-0.7091164021797535,-0.2630525252889074,0.2501186521120075,4214.0,,,,,0.02377840107031066,0.0011976377821384598,0.034606903677423376,-0.018716966357303688,-0.018383340089641112,-0.018383340089641112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034606903677423376,-0.6659543706059126,0.034606903677423376,-0.018716966357303688,27.0,28.0
svm,regression,all,78.0,,,,,5.0,-0.73965,-0.110025,0.342426,-0.829235,-0.32131,0.28524,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.04061235021035164,0.002798880698156489,0.052904448755813425,-0.012245539800179178,-0.013787343789976841,-0.013787343789976841,,,,,,,,,,,,,,,,,,,,,-0.052904448755813425,-0.73965,0.052904448755813425,-0.012245539800179178,34.0,29.0
rf,regression,boruta_ta,3.0,,,,,5.0,-0.7748774222755699,-0.1211614443883657,0.3664712804730437,-0.8434838654535438,-0.3306164789556488,0.1371618414807783,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022753064843805,0.0011562501820245956,0.03400367894838139,-0.00869465344912368,-0.01409335075925161,-0.01409335075925161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03400367894838139,-0.7748774222755699,0.03400367894838139,-0.00869465344912368,23.0,30.0
svm,regression,onchain,58.0,,,,,5.0,-0.830643,-0.142564,0.343999,-0.873597,-0.414431,0.311343,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.045193894358542534,0.003502649517248732,0.059183186102547164,-0.032064951901078366,-0.029292875334620265,-0.029292875334620265,,,,,,,,,,,,,,,,,,,,,-0.059183186102547164,-0.830643,0.059183186102547164,-0.032064951901078366,35.0,31.0
lgbm,regression,univariate,1.0,,,,,5.0,-0.8933257739763703,-0.1762140870150035,0.3496756255900485,-0.9295536104460224,-0.5039358597490372,0.1196013289036544,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021989322192042783,0.0011058081947571373,0.03325369445275423,-0.05059749787358791,-0.024454083684805186,-0.024454083684805186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03325369445275423,-0.8933257739763703,0.03325369445275423,-0.05059749787358791,10.0,32.0
rf,regression,univariate,1.0,,,,,5.0,-0.9039301290493784,-0.1836512519456312,0.3732077961287534,-0.9382165608161812,-0.4920884661323452,0.1504508780256288,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025413547995318343,0.0013806512223588656,0.03715711536649294,-0.024513529880626026,-0.023722716864990237,-0.023722716864990237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03715711536649294,-0.9039301290493784,0.03715711536649294,-0.024513529880626026,31.0,33.0
xgboost,regression,univariate,1.0,,,,,5.0,-0.9061733798568358,-0.1853201923998277,0.3538398651801004,-0.91766151648017,-0.5237402865997077,0.0934978642619838,4214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022450970395279962,0.0011300412656281827,0.03361608641154087,-0.03721236562558226,-0.02758768061228203,-0.02758768061228203,-0.03361608641154087,-0.9061733798568358,0.03361608641154087,-0.03721236562558226,21.0,34.0
lasso,regression,boruta_all,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019288450825338532,0.0007713579407981545,0.0277733314674015,0.016520033082564257,0.008601201471709976,0.008601201471709976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0277733314674015,,0.0277733314674015,0.016520033082564257,1.0,
