prediction_scope,model,task,variant,strategy,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,xgboost,regression,ta,long_only_sign,5.0,0.4102790533380431,0.4102790533380431,0.0,7.909500601706489,0.20857202801191965,0.644431457707903,-0.45945792259096496,0.13953488372093023,4214
oos,xgboost,regression,ta,full_exposure_sign,5.0,1.0,0.4102790533380431,0.589720946661957,7.509784553517315,0.20377651231380534,0.38685228373429337,-0.8046891974779565,0.2785951589938301,4214
oos,xgboost,regression,ta,long_only_band_0.0025,5.0,0.24461321087954788,0.24461321087954788,0.0,3.8979903440946106,0.14753679918331208,0.5458236585442187,-0.42115263253123264,0.11438063597532036,4214
oos,xgboost,regression,ta,sign_band_0.0025,5.0,0.6019074531967503,0.24461321087954788,0.3572942423172024,3.0352761941757604,0.12843966686710773,0.2791092159822102,-0.8084700706798659,0.2515424774560987,4214
oos,xgboost,regression,ta,sign_band_0.005,5.0,0.39403037795831863,0.1476510067114094,0.24637937124690923,2.6627641643510227,0.11901240274363434,0.29685180499594255,-0.7282842393073713,0.18462268628381584,4214
oos,xgboost,regression,ta,long_only_band_0.005,5.0,0.1476510067114094,0.1476510067114094,0.0,2.1227219537879742,0.10365800692230231,0.4575089782118456,-0.4119286202177837,0.08590412909349786,4214
oos,xgboost,regression,ta,quantile_long_only_0.10,5.0,0.10014129282938891,0.10014129282938891,0.0,2.0936154951683235,0.1027631683704664,0.5022219228963389,-0.3436382458890347,0.0664451827242525,4214
oos,xgboost,regression,ta,quantile_ls_0.20,5.0,0.4002119392440834,0.2001059696220417,0.2001059696220417,2.0781276486844864,0.10228387624970292,0.25647339011212583,-0.7483887950276814,0.1841480778357855,4214
oos,xgboost,regression,ta,quantile_long_only_0.20,5.0,0.2001059696220417,0.2001059696220417,0.0,1.868804525209991,0.09558037763444527,0.37915805619236737,-0.43628217582026213,0.10488846701471286,4214
oos,xgboost,regression,ta,long_only_band_0.01,5.0,0.04256446485340869,0.04256446485340869,0.0,1.3775196639447715,0.0778997774999004,0.5307837557421101,-0.15023270831187602,0.03179876601803512,4214
oos,xgboost,regression,ta,quantile_ls_0.10,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,1.07055060844747,0.06506988515726109,0.2225889556072728,-0.4605275071208407,0.11105837683910774,4214
oos,xgboost,regression,ta,quantile_long_only_0.05,5.0,0.05015895443306252,0.05015895443306252,0.0,1.0274776808144677,0.06313231902471128,0.3939650124867052,-0.24139416143006406,0.03749406739439962,4214
oos,xgboost,regression,ta,quantile_ls_0.05,5.0,0.10031790886612504,0.05015895443306252,0.05015895443306252,0.9353081357541715,0.05885663070638336,0.26002089103978476,-0.35518231086812685,0.068343616516374,4214
oos,xgboost,regression,ta,sign_band_0.01,5.0,0.19145178382197103,0.04256446485340869,0.14888731896856233,0.2366506263607433,0.01856810300407763,0.05828476383372084,-0.6455635193607582,0.09824394874228762,4214
