prediction_scope,model,task,variant,strategy,prediction_start,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,svm,regression,onchain,quantile_long_only_0.05,2018-03-17,5.0,0.05015895443306252,0.05015895443306252,0.0,-0.10667923487439557,-0.00972353556351313,-0.1092202213812062,-0.3934407227387007,0.054579971523493115,4214
oos,svm,regression,onchain,quantile_long_only_0.20,2018-03-17,5.0,0.2001059696220417,0.2001059696220417,0.0,-0.2797641310645016,-0.02802515218022772,-0.13412207033963086,-0.6850105411555296,0.1665875652586616,4214
oos,svm,regression,onchain,quantile_ls_0.05,2018-03-17,5.0,0.10031790886612504,0.05015895443306252,0.05015895443306252,-0.28570533054957015,-0.028722251070136928,-0.2124387512260354,-0.418058464454675,0.09302325581395349,4214
oos,svm,regression,onchain,quantile_long_only_0.10,2018-03-17,5.0,0.10014129282938891,0.10014129282938891,0.0,-0.4647291469854832,-0.05269436823144358,-0.36642632395046465,-0.5663249450996208,0.09776934029425724,4214
oos,svm,regression,onchain,long_only_sign,2018-03-17,5.0,0.576827975980219,0.576827975980219,0.0,-0.5612411820101655,-0.0688684979347648,-0.18285161286149737,-0.7701845295672023,0.22781205505457996,4214
oos,svm,regression,onchain,long_only_band_0.0025,2018-03-17,5.0,0.5535146591310491,0.5535146591310491,0.0,-0.5646372727467458,-0.06949497165083085,-0.18790160244263537,-0.7420889270026507,0.23540579022306596,4214
oos,svm,regression,onchain,long_only_band_0.005,2018-03-17,5.0,0.5321441186859767,0.5321441186859767,0.0,-0.6228376136332969,-0.0809893081482852,-0.2231033337363561,-0.7701138285208922,0.23730422401518747,4214
oos,svm,regression,onchain,long_only_band_0.01,2018-03-17,5.0,0.4629106322854115,0.4629106322854115,0.0,-0.6982493668373209,-0.0985758565413235,-0.2996196276798364,-0.7745930068342332,0.2510678690080683,4214
oos,svm,regression,onchain,quantile_ls_0.10,2018-03-17,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,-0.7755284900607633,-0.12138188361404734,-0.5656921366701868,-0.7981742532340081,0.1722828666350261,4214
oos,svm,regression,onchain,quantile_ls_0.20,2018-03-17,5.0,0.4002119392440834,0.2001059696220417,0.2001059696220417,-0.8306433890202417,-0.14256364165388868,-0.41443054590634404,-0.8735972396356908,0.31134314190792595,4214
oos,svm,regression,onchain,sign_band_0.005,2018-03-17,5.0,0.9093959731543624,0.5321441186859767,0.3772518544683857,-0.9612427185896134,-0.2453792359513156,-0.48679304579762617,-0.970907672182532,0.4532510678690081,4214
oos,svm,regression,onchain,sign_band_0.01,2018-03-17,5.0,0.8014835747085836,0.4629106322854115,0.33857294242317204,-0.9620317372115683,-0.2467224117894834,-0.5263748070609653,-0.9714601227196441,0.45704793545325106,4214
oos,svm,regression,onchain,sign_band_0.0025,2018-03-17,5.0,0.9542564464853409,0.5535146591310491,0.4007417873542918,-0.9778616946478484,-0.2811091500771089,-0.5454231913064427,-0.983111482754438,0.45514950166112955,4214
oos,svm,regression,onchain,full_exposure_sign,2018-03-17,5.0,1.0,0.576827975980219,0.423172024019781,-0.9793621924812983,-0.2854661160479358,-0.5428436220297457,-0.984748795352967,0.45514950166112955,4214
