prediction_scope,model,task,variant,strategy,prediction_start,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,cnn_lstm,classification,boruta_onchain,sign_band_0.0025,2018-03-17,5.0,0.9924055104203462,0.9353585305545744,0.05704697986577181,18.07557274598867,0.2909514216306428,0.5546633898040009,-0.692052543397675,0.07783578547698149,4214
oos,cnn_lstm,classification,boruta_onchain,sign_band_0.005,2018-03-17,5.0,0.9846344048039563,0.9318262098198516,0.05280819498410456,16.078521427475607,0.27864493892875464,0.535427879357024,-0.6896412744210686,0.07831039392501186,4214
oos,cnn_lstm,classification,boruta_onchain,sign_band_0.01,2018-03-17,5.0,0.9666195690568704,0.9201695513952667,0.04645001766160367,15.679853827166145,0.27603167237716253,0.5337251434831115,-0.71230488101357,0.08448030374940674,4214
oos,cnn_lstm,classification,boruta_onchain,full_exposure_sign,2018-03-17,5.0,1.0,0.9397739314729777,0.06022606852702225,14.664042846090327,0.2691058407560487,0.5116429785363229,-0.6920525433976749,0.07593735168485999,4214
oos,cnn_lstm,classification,boruta_onchain,long_only_band_0.0025,2018-03-17,5.0,0.9353585305545744,0.9353585305545744,0.0,13.071662057867671,0.25737590238258434,0.5106385742208042,-0.7034231049617249,0.04129093497864262,4214
oos,cnn_lstm,classification,boruta_onchain,long_only_band_0.01,2018-03-17,5.0,0.9201695513952667,0.9201695513952667,0.0,12.099592165250304,0.2496041132721032,0.49795655030181435,-0.737877666440178,0.051257712387280496,4214
oos,cnn_lstm,classification,boruta_onchain,long_only_band_0.005,2018-03-17,5.0,0.9318262098198516,0.9318262098198516,0.0,11.99910508301929,0.24877091281444552,0.4940382850218046,-0.708880611221957,0.04318936877076412,4214
oos,cnn_lstm,classification,boruta_onchain,long_only_sign,2018-03-17,5.0,0.9397739314729777,0.9397739314729777,0.0,11.09381044884869,0.24098729604381885,0.4768525755334312,-0.6984692373443908,0.037968675842429994,4214
oos,cnn_lstm,classification,boruta_onchain,quantile_ls_0.20,2018-03-17,5.0,0.4002119392440834,0.2001059696220417,0.2001059696220417,0.34881117459572897,0.02625634373309138,0.07673562628585433,-0.832300136067904,0.16516373991457048,4214
oos,cnn_lstm,classification,boruta_onchain,quantile_ls_0.05,2018-03-17,5.0,0.10031790886612504,0.05015895443306252,0.05015895443306252,-0.10797779223159576,-0.009848301773118018,-0.05153491543808215,-0.45275770177036645,0.07451352634076887,4214
oos,cnn_lstm,classification,boruta_onchain,quantile_long_only_0.20,2018-03-17,5.0,0.2001059696220417,0.2001059696220417,0.0,-0.1172902215422027,-0.010747937911138372,-0.042377113132874664,-0.7913975683911154,0.09112482202183199,4214
oos,cnn_lstm,classification,boruta_onchain,quantile_long_only_0.05,2018-03-17,5.0,0.05015895443306252,0.05015895443306252,0.0,-0.32334224514309895,-0.03326545078137333,-0.2371355547437072,-0.4624834708675688,0.03986710963455149,4214
oos,cnn_lstm,classification,boruta_onchain,quantile_ls_0.10,2018-03-17,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,-0.6826046721717913,-0.09462059618303598,-0.3877824040781504,-0.7647798890413597,0.11912672045562411,4214
oos,cnn_lstm,classification,boruta_onchain,quantile_long_only_0.10,2018-03-17,5.0,0.10014129282938891,0.10014129282938891,0.0,-0.7431489466662836,-0.11106719164797518,-0.6147304751642952,-0.7763191225066339,0.059800664451827246,4214
