prediction_scope,model,task,variant,strategy,period,period_start,period_end,prediction_start,effective_strategy_start,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,tcn,regression,onchain,full_exposure_sign,full_sample,1677-09-21,2026-04-02,2018-03-17,2018-03-17,5.0,1.0,0.43730130695867186,0.5626986930413281,-0.38759740628088446,-0.04158414467666005,-0.07908915707151551,-0.8817748915488041,0.43853820598006643,4214
oos,tcn,regression,onchain,full_exposure_sign,cycle_2016_2020,2016-07-09,2020-05-10,2018-03-17,2018-03-17,5.0,1.0,0.34662162162162163,0.6533783783783784,1.660632781452775,0.29038872108678104,0.5136361830356381,-0.5078178434313776,0.30620985010706636,1401
oos,tcn,regression,onchain,full_exposure_sign,cycle_2020_2024,2020-05-11,2024-04-19,2018-03-17,2020-05-11,5.0,1.0,0.42118055555555556,0.5788194444444444,-0.6999415818302555,-0.2631245140370464,-0.42121841369080815,-0.7477447410914945,0.6671299513551077,1439
oos,tcn,regression,onchain,full_exposure_sign,cycle_2024_end,2024-04-20,2026-04-02,2018-03-17,2024-04-20,5.0,1.0,0.576036866359447,0.423963133640553,-0.23287287701386417,-0.12723900584377268,-0.27213325401106436,-0.5633586499708013,0.6455696202531646,711
oos,tcn,regression,onchain,long_only_band_0.0025,full_sample,1677-09-21,2026-04-02,2018-03-17,2018-03-17,5.0,0.3428117273048393,0.3428117273048393,0.0,2.4583591300077767,0.11346044663614552,0.371807953319007,-0.47028100960960106,0.20740389178927385,4214
oos,tcn,regression,onchain,long_only_band_0.0025,cycle_2016_2020,2016-07-09,2020-05-10,2018-03-17,2018-03-17,5.0,0.31283783783783786,0.31283783783783786,0.0,0.8079028913032384,0.16681328224243175,0.5659057142627684,-0.34779650871486334,0.14846538187009278,1401
oos,tcn,regression,onchain,long_only_band_0.0025,cycle_2020_2024,2020-05-11,2024-04-19,2018-03-17,2020-05-11,5.0,0.3177083333333333,0.3177083333333333,0.0,0.9958524395804678,0.19159064763769162,0.5368380494419025,-0.4702810096096026,0.2946490618485059,1439
oos,tcn,regression,onchain,long_only_band_0.0025,cycle_2024_end,2024-04-20,2026-04-02,2018-03-17,2024-04-20,5.0,0.4324116743471582,0.4324116743471582,0.0,-0.04155640017952944,-0.02155372741487438,-0.06141829511503292,-0.3878581668427425,0.340365682137834,711
oos,tcn,regression,onchain,long_only_band_0.005,full_sample,1677-09-21,2026-04-02,2018-03-17,2018-03-17,5.0,0.26174496644295303,0.26174496644295303,0.0,1.5650133505156623,0.08500995899840524,0.3057731291172323,-0.5060094718393543,0.17940199335548174,4214
oos,tcn,regression,onchain,long_only_band_0.005,cycle_2016_2020,2016-07-09,2020-05-10,2018-03-17,2018-03-17,5.0,0.27364864864864863,0.27364864864864863,0.0,0.5581825078965528,0.1224900610482047,0.4310506721821422,-0.34562610470284627,0.14275517487508924,1401
oos,tcn,regression,onchain,long_only_band_0.005,cycle_2020_2024,2020-05-11,2024-04-19,2018-03-17,2020-05-11,5.0,0.24513888888888888,0.24513888888888888,0.0,0.6203927140700645,0.13023783712620784,0.39087542002588416,-0.5060094718393554,0.2334954829742877,1439
oos,tcn,regression,onchain,long_only_band_0.005,cycle_2024_end,2024-04-20,2026-04-02,2018-03-17,2024-04-20,5.0,0.2849462365591398,0.2849462365591398,0.0,0.015900147714337898,0.008131190207081307,0.029787191312372726,-0.2556262614320078,0.30942334739803096,711
oos,tcn,regression,onchain,long_only_band_0.01,full_sample,1677-09-21,2026-04-02,2018-03-17,2018-03-17,5.0,0.1437654539032144,0.1437654539032144,0.0,1.7270668021259934,0.09078270562037827,0.3954009791463625,-0.328781254633513,0.10299003322259136,4214
