prediction_scope,model,task,variant,strategy,prediction_start,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,svm,regression,boruta_onchain,full_exposure_sign,2018-03-17,5.0,1.0,0.5436241610738255,0.4563758389261745,50.69598700474484,0.407384774787358,0.7748419812829188,-0.7451589441157604,0.49121974371143806,4214
oos,svm,regression,boruta_onchain,long_only_sign,2018-03-17,5.0,0.5436241610738255,0.5436241610738255,0.0,20.95950239706846,0.30679068482515826,0.7887038165549184,-0.5777011294163666,0.24584717607973422,4214
oos,svm,regression,boruta_onchain,long_only_band_0.0025,2018-03-17,5.0,0.3013069586718474,0.3013069586718474,0.0,13.203573524277404,0.258392498471276,0.828503474791352,-0.582329083002617,0.21120075937351684,4214
oos,svm,regression,boruta_onchain,sign_band_0.005,2018-03-17,5.0,0.2432002825856588,0.1600141292829389,0.08318615330271989,11.64892990312649,0.24582068307881388,0.8494117437718638,-0.4669162296777162,0.22401518747033697,4214
oos,svm,regression,boruta_onchain,quantile_long_only_0.20,2018-03-17,5.0,0.2001059696220417,0.2001059696220417,0.0,10.928814700648479,0.2395116016139609,0.9221391401007963,-0.5043047414488933,0.15662078785002373,4214
oos,svm,regression,boruta_onchain,long_only_band_0.005,2018-03-17,5.0,0.1600141292829389,0.1600141292829389,0.0,7.849546436538326,0.20786542541108166,0.8913823455192946,-0.42897375154492584,0.1305173232083531,4214
oos,svm,regression,boruta_onchain,sign_band_0.0025,2018-03-17,5.0,0.5219003885552809,0.3013069586718474,0.22059342988343342,6.340760655593855,0.1884668274282837,0.47979854085556206,-0.5808752898063829,0.4000949216896061,4214
oos,svm,regression,boruta_onchain,quantile_ls_0.20,2018-03-17,5.0,0.4002119392440834,0.2001059696220417,0.2001059696220417,5.395021281081582,0.17435349279344625,0.49876356543225236,-0.6099229324249348,0.3350735643094447,4214
oos,svm,regression,boruta_onchain,quantile_ls_0.10,2018-03-17,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,3.8421975460746403,0.14639866085327302,0.5595472119960173,-0.4439485714418195,0.19553868058851448,4214
oos,svm,regression,boruta_onchain,quantile_long_only_0.10,2018-03-17,5.0,0.10014129282938891,0.10014129282938891,0.0,3.1121932726329167,0.1302867004810302,0.7063666133058342,-0.40230928331108434,0.08685334598955861,4214
oos,svm,regression,boruta_onchain,sign_band_0.01,2018-03-17,5.0,0.06976333451077357,0.05227834687389615,0.01748498763687743,1.1557607400826342,0.06879683705534356,0.4237753224496863,-0.3201219612347074,0.07593735168485999,4214
oos,svm,regression,boruta_onchain,long_only_band_0.01,2018-03-17,5.0,0.05227834687389615,0.05227834687389615,0.0,0.9291918334286091,0.05856636083961586,0.4525499815659869,-0.20362981629884194,0.053156146179401995,4214
oos,svm,regression,boruta_onchain,quantile_ls_0.05,2018-03-17,5.0,0.10031790886612504,0.05015895443306252,0.05015895443306252,0.8126077923340347,0.05286637601379529,0.29073697826070904,-0.33182422826202973,0.10963455149501661,4214
oos,svm,regression,boruta_onchain,quantile_long_only_0.05,2018-03-17,5.0,0.05015895443306252,0.05015895443306252,0.0,0.6850956646864643,0.04623518778891689,0.3663092084842114,-0.2036298162988422,0.04935927859515899,4214
