prediction_scope,model,task,variant,strategy,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,xgboost,classification,boruta_all,full_exposure_sign,5.0,1.0,0.5374425997880607,0.46255740021193925,8.381074183495516,0.21398317915434872,0.4078963426026874,-0.8545045422202359,0.5548172757475083,4214
oos,xgboost,classification,boruta_all,long_only_sign,5.0,0.5374425997880607,0.5374425997880607,0.0,8.354495365351818,0.21368487679256787,0.5437938710360656,-0.5474850270073152,0.2776459420977693,4214
oos,xgboost,classification,boruta_all,sign_band_0.0025,5.0,0.9904627340162486,0.5317908866125044,0.4586718474037443,8.223449457284593,0.21220269338411724,0.40500992954546416,-0.8515694966744739,0.5552918841955387,4214
oos,xgboost,classification,boruta_all,long_only_band_0.0025,5.0,0.5317908866125044,0.5317908866125044,0.0,7.8344607929172785,0.20768694191881942,0.5294456797050103,-0.5474850270073152,0.27717133364973895,4214
oos,xgboost,classification,boruta_all,long_only_band_0.005,5.0,0.5280819498410456,0.5280819498410456,0.0,7.176928566728716,0.19962346252420016,0.510086904206394,-0.5474850270073152,0.27669672520170857,4214
oos,xgboost,classification,boruta_all,sign_band_0.005,5.0,0.983044860473331,0.5280819498410456,0.4549629106322854,6.591175831620435,0.19192488076323477,0.36741420862710245,-0.8493361931998763,0.5538680588514475,4214
oos,xgboost,classification,boruta_all,long_only_band_0.01,5.0,0.520840692334864,0.520840692334864,0.0,6.208825570607578,0.1866013247252527,0.48003613540180057,-0.5622960124917583,0.2747982914095871,4214
oos,xgboost,classification,boruta_all,quantile_ls_0.10,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,5.770413103882958,0.18017007465102797,0.7159082400517974,-0.41304682421522176,0.21831988609397246,4214
oos,xgboost,classification,boruta_all,sign_band_0.01,5.0,0.9701518897915931,0.520840692334864,0.4493111974567291,5.374795800211312,0.1740313249891281,0.3351315257828636,-0.8595567787232551,0.5538680588514475,4214
oos,xgboost,classification,boruta_all,quantile_ls_0.20,5.0,0.4002119392440834,0.2001059696220417,0.2001059696220417,3.906644475642781,0.14771227623785865,0.4418662620557512,-0.6102531013076856,0.3749406739439962,4214
oos,xgboost,classification,boruta_all,quantile_ls_0.05,5.0,0.10031790886612504,0.05015895443306252,0.05015895443306252,2.179299044190039,0.1053758086731944,0.5678454244442683,-0.28893916720157736,0.12102515424774561,4214
oos,xgboost,classification,boruta_all,quantile_long_only_0.20,5.0,0.2001059696220417,0.2001059696220417,0.0,2.151799576197445,0.10454438411657452,0.39805023307600707,-0.47961128157005106,0.1855719031798766,4214
oos,xgboost,classification,boruta_all,quantile_long_only_0.10,5.0,0.10014129282938891,0.10014129282938891,0.0,1.6244108637234373,0.08716353774524577,0.43681635272403424,-0.33524359012713356,0.10915994304698623,4214
oos,xgboost,classification,boruta_all,quantile_long_only_0.05,5.0,0.05015895443306252,0.05015895443306252,0.0,0.9514887972263528,0.059620517544815455,0.39761854371330174,-0.2738205898476693,0.05837683910773612,4214
