prediction_scope,model,task,variant,strategy,period,period_start,period_end,prediction_start,effective_strategy_start,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,cnn_lstm,classification,onchain,full_exposure_sign,full_sample,1677-09-21,2026-04-02,2018-03-17,2018-03-17,5.0,1.0,0.4841045566937478,0.5158954433062523,-0.9473385321308434,-0.22507302138917196,-0.4282863526399331,-0.9581732826115478,0.36639772187944947,4214
oos,cnn_lstm,classification,onchain,full_exposure_sign,cycle_2016_2020,2016-07-09,2020-05-10,2018-03-17,2018-03-17,5.0,1.0,0.8013513513513514,0.19864864864864865,-0.3366963674873772,-0.1014317954703774,-0.17964383063719,-0.7094703367242283,0.2462526766595289,1401
oos,cnn_lstm,classification,onchain,full_exposure_sign,cycle_2020_2024,2020-05-11,2024-04-19,2018-03-17,2020-05-11,5.0,1.0,0.42083333333333334,0.5791666666666667,-0.8039275639905084,-0.3385110221902471,-0.5419634043943974,-0.8962049425443214,0.6282140375260598,1439
oos,cnn_lstm,classification,onchain,full_exposure_sign,cycle_2024_end,2024-04-20,2026-04-02,2018-03-17,2024-04-20,5.0,1.0,0.26344086021505375,0.7365591397849462,-0.5799554406946532,-0.3593595493677809,-0.7676746027845576,-0.6710930581242259,0.4120956399437412,711
oos,cnn_lstm,classification,onchain,long_only_band_0.0025,full_sample,1677-09-21,2026-04-02,2018-03-17,2018-03-17,5.0,0.45602260685270224,0.45602260685270224,0.0,-0.3061761917664425,-0.031165414365464494,-0.09148942812167554,-0.6611930801125271,0.1779781680113906,4214
oos,cnn_lstm,classification,onchain,long_only_band_0.0025,cycle_2016_2020,2016-07-09,2020-05-10,2018-03-17,2018-03-17,5.0,0.7932432432432432,0.7932432432432432,0.0,-0.220658658332046,-0.06288688251625418,-0.13836057564911838,-0.6611930801125271,0.12633832976445397,1401
oos,cnn_lstm,classification,onchain,long_only_band_0.0025,cycle_2020_2024,2020-05-11,2024-04-19,2018-03-17,2020-05-11,5.0,0.3795138888888889,0.3795138888888889,0.0,0.12009914134703825,0.029185885904571274,0.08278840849824869,-0.6480295997565826,0.30020847810979845,1439
oos,cnn_lstm,classification,onchain,long_only_band_0.0025,cycle_2024_end,2024-04-20,2026-04-02,2018-03-17,2024-04-20,5.0,0.24193548387096775,0.24193548387096775,0.0,-0.19049386195125306,-0.10281137248280292,-0.6008846354780658,-0.28967315835382573,0.19690576652601968,711
oos,cnn_lstm,classification,onchain,long_only_band_0.005,full_sample,1677-09-21,2026-04-02,2018-03-17,2018-03-17,5.0,0.42882373719533734,0.42882373719533734,0.0,-0.13321637785161644,-0.012306785133571085,-0.037127387923140694,-0.6611930801125271,0.17560512577123874,4214
oos,cnn_lstm,classification,onchain,long_only_band_0.005,cycle_2016_2020,2016-07-09,2020-05-10,2018-03-17,2018-03-17,5.0,0.7858108108108108,0.7858108108108108,0.0,-0.20692302036029775,-0.05861167401985978,-0.1291837561577066,-0.6611930801125271,0.13062098501070663,1401
oos,cnn_lstm,classification,onchain,long_only_band_0.005,cycle_2020_2024,2020-05-11,2024-04-19,2018-03-17,2020-05-11,5.0,0.3388888888888889,0.3388888888888889,0.0,0.3126452260735597,0.07144007391792795,0.2168086040595138,-0.5511728884892477,0.30437804030576787,1439
oos,cnn_lstm,classification,onchain,long_only_band_0.005,cycle_2024_end,2024-04-20,2026-04-02,2018-03-17,2024-04-20,5.0,0.22196620583717358,0.22196620583717358,0.0,-0.15198581622827123,-0.08114936660648875,-0.5038761979534562,-0.25194112925947315,0.1659634317862166,711
oos,cnn_lstm,classification,onchain,long_only_band_0.01,full_sample,1677-09-21,2026-04-02,2018-03-17,2018-03-17,5.0,0.37795831861533025,0.37795831861533025,0.0,-0.20543793358794105,-0.019721522206697872,-0.0624938664016985,-0.6829567141874541,0.16896060749881348,4214
oos,cnn_lstm,classification,onchain,long_only_band_0.01,cycle_2016_2020,2016-07-09,2020-05-10,2018-03-17,2018-03-17,5.0,0.7648648648648648,0.7648648648648648,0.0,-0.2308963435182273,-0.06610974063158304,-0.14647534752772748,-0.6829567141874541,0.14489650249821556,1401
