prediction_scope,model,task,variant,strategy,period,period_start,period_end,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,xgboost,classification,boruta_ta,full_exposure_sign,full_sample,1677-09-21,2026-04-02,5.0,1.0,0.4881667255386789,0.5118332744613211,1.2686877894808468,0.07353398915143239,0.13982045336312515,-0.6876038840271439,0.5491219743711439,4214
oos,xgboost,classification,boruta_ta,full_exposure_sign,cycle_2016_2020,2016-07-09,2020-05-10,5.0,1.0,0.5412162162162162,0.45878378378378376,2.498554728727407,0.38579290517760256,0.6829099489743637,-0.5882346687631844,0.43897216274089934,1401
oos,xgboost,classification,boruta_ta,full_exposure_sign,cycle_2020_2024,2020-05-11,2024-04-19,5.0,1.0,0.5135416666666667,0.4864583333333333,-0.035960768590244996,-0.00924642384441332,-0.014780041952861,-0.5546176377608618,0.7866574009728978,1439
oos,xgboost,classification,boruta_ta,full_exposure_sign,cycle_2024_end,2024-04-20,2026-04-02,5.0,1.0,0.3717357910906298,0.6282642089093702,-0.32731394666663927,-0.1841589868833503,-0.3941354602559533,-0.5520270144767836,0.7974683544303798,711
oos,xgboost,classification,boruta_ta,long_only_band_0.0025,full_sample,1677-09-21,2026-04-02,5.0,0.4871070293182621,0.4871070293182621,0.0,3.5785484901269378,0.14085284112198337,0.39925492595834744,-0.5684013747376316,0.2747982914095871,4214
oos,xgboost,classification,boruta_ta,long_only_band_0.0025,cycle_2016_2020,2016-07-09,2020-05-10,5.0,0.5391891891891892,0.5391891891891892,0.0,0.9114639826665452,0.18386943162855318,0.497283977097059,-0.5658615222870013,0.21984296930763741,1401
oos,xgboost,classification,boruta_ta,long_only_band_0.0025,cycle_2020_2024,2020-05-11,2024-04-19,5.0,0.5135416666666667,0.5135416666666667,0.0,1.674923524521517,0.28347327842672065,0.6654416892465376,-0.5684013747376322,0.3933287004864489,1439
oos,xgboost,classification,boruta_ta,long_only_band_0.0025,cycle_2024_end,2024-04-20,2026-04-02,5.0,0.369431643625192,0.369431643625192,0.0,-0.10453146792941481,-0.0551029640651306,-0.17323097030458756,-0.31671412444246894,0.39943741209563993,711
oos,xgboost,classification,boruta_ta,long_only_band_0.005,full_sample,1677-09-21,2026-04-02,5.0,0.4846344048039562,0.4846344048039562,0.0,3.8106065563551823,0.1457489020312832,0.4146181471400792,-0.5658615222870013,0.2747982914095871,4214
oos,xgboost,classification,boruta_ta,long_only_band_0.005,cycle_2016_2020,2016-07-09,2020-05-10,5.0,0.5371621621621622,0.5371621621621622,0.0,0.9547987608401993,0.1908040216909499,0.5162859729867951,-0.5658615222870013,0.21841541755888652,1401
