prediction_scope,model,task,variant,strategy,prediction_start,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,lstm,regression,onchain,long_only_band_0.0025,2018-03-17,5.0,0.20981985164252914,0.20981985164252914,0.0,3.5847599109693222,0.14098681563106008,0.5933531806485953,-0.4072940719070477,0.11438063597532036,4214
oos,lstm,regression,onchain,quantile_long_only_0.20,2018-03-17,5.0,0.2001059696220417,0.2001059696220417,0.0,2.7051020520620286,0.12012688110876146,0.5253959708806301,-0.41458954442419516,0.11010915994304699,4214
oos,lstm,regression,onchain,quantile_ls_0.10,2018-03-17,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,1.468170285173073,0.08139904008459697,0.3272000865996846,-0.3684716416334778,0.1343141907925961,4214
oos,lstm,regression,onchain,long_only_sign,2018-03-17,5.0,0.33663016601907453,0.33663016601907453,0.0,1.278165267197175,0.07392169738241727,0.2604051622269096,-0.5039486119777209,0.13478879924062648,4214
oos,lstm,regression,onchain,quantile_long_only_0.10,2018-03-17,5.0,0.10014129282938891,0.10014129282938891,0.0,0.8006998865406225,0.05226546572488755,0.3285343323894177,-0.2892200616635214,0.07214048410061699,4214
oos,lstm,regression,onchain,long_only_band_0.01,2018-03-17,5.0,0.03285058283292123,0.03285058283292123,0.0,0.7354086937218434,0.048904705244926294,0.4107231505826173,-0.20765020119429925,0.02800189843379212,4214
oos,lstm,regression,onchain,quantile_long_only_0.05,2018-03-17,5.0,0.05015895443306252,0.05015895443306252,0.0,0.5078005030950019,0.03620919388323118,0.2836467933371157,-0.20940291004503317,0.04081632653061224,4214
oos,lstm,regression,onchain,quantile_ls_0.05,2018-03-17,5.0,0.10031790886612504,0.05015895443306252,0.05015895443306252,0.45704724537109387,0.03314062495894099,0.19000961387899226,-0.2715716946290622,0.07878500237304224,4214
oos,lstm,regression,onchain,long_only_band_0.005,2018-03-17,5.0,0.12433768986223949,0.12433768986223949,0.0,0.28527768475338333,0.021976444491784264,0.12797669916457455,-0.4433827526252907,0.07973421926910298,4214
oos,lstm,regression,onchain,quantile_ls_0.20,2018-03-17,5.0,0.4002119392440834,0.2001059696220417,0.2001059696220417,-0.07484272243935364,-0.006715344693030811,-0.019762352836741423,-0.7217632365344718,0.2045562411010916,4214
oos,lstm,regression,onchain,sign_band_0.01,2018-03-17,5.0,0.28187919463087246,0.03285058283292123,0.24902861179795124,-0.3468790642815873,-0.03622539561920035,-0.10900130564346609,-0.8040893319467728,0.13004271476032273,4214
oos,lstm,regression,onchain,full_exposure_sign,2018-03-17,5.0,1.0,0.33663016601907453,0.6633698339809254,-0.4441622994030121,-0.04959567205191262,-0.09434582828380243,-0.9545619599493872,0.26957759848125296,4214
oos,lstm,regression,onchain,sign_band_0.0025,2018-03-17,5.0,0.7500883080183681,0.20981985164252914,0.540268456375839,-0.6740221236817354,-0.09252580888326833,-0.19577585740838824,-0.9608351456521794,0.26198386331276696,4214
oos,lstm,regression,onchain,sign_band_0.005,2018-03-17,5.0,0.5453903214411868,0.12433768986223949,0.42105263157894735,-0.8089600091634175,-0.13356930153174906,-0.3253868644633693,-0.9596851929729772,0.2178452776459421,4214
