prediction_scope,model,task,variant,strategy,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,rf,classification,boruta_all,full_exposure_sign,5.0,1.0,0.5709996467679266,0.4290003532320735,29.050180067210096,0.34278123754375445,0.6543015015303794,-0.7603350402966869,0.517797816801139,4214
oos,rf,classification,boruta_all,sign_band_0.0025,5.0,0.9754503708936771,0.5604026845637584,0.41504768632991873,23.615135695479193,0.3197766209414614,0.6149075297613197,-0.8001147788111778,0.5140009492168961,4214
oos,rf,classification,boruta_all,sign_band_0.005,5.0,0.9482515012363123,0.5453903214411868,0.4028611797951254,20.910061556187213,0.3065355823454272,0.59762156128203,-0.790097448604937,0.5135263407688657,4214
oos,rf,classification,boruta_all,long_only_sign,5.0,0.5709996467679266,0.5709996467679266,0.0,15.742396327825883,0.2764453863986016,0.6891550417666484,-0.6191880741870583,0.2591362126245847,4214
oos,rf,classification,boruta_all,sign_band_0.01,5.0,0.8896149770399152,0.5164252914164607,0.3731896856234546,15.524125165438328,0.2749953497667448,0.5514388193176178,-0.7998746240897239,0.5045087802562885,4214
oos,rf,classification,boruta_all,long_only_band_0.0025,5.0,0.5604026845637584,0.5604026845637584,0.0,14.818774271169426,0.27018682534131466,0.6779032341211324,-0.5899842017780589,0.2577123872804936,4214
oos,rf,classification,boruta_all,long_only_band_0.005,5.0,0.5453903214411868,0.5453903214411868,0.0,13.387137208355318,0.2597929038550508,0.6595236229040846,-0.5891132266753174,0.258186995728524,4214
oos,rf,classification,boruta_all,long_only_band_0.01,5.0,0.5164252914164607,0.5164252914164607,0.0,11.78665561903298,0.24698981928615837,0.6356826385391483,-0.6023535147535164,0.25723777883246324,4214
oos,rf,classification,boruta_all,quantile_ls_0.10,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,3.986757594963997,0.1493234169834039,0.5984539972809179,-0.3793562347695604,0.21357380161366873,4214
oos,rf,classification,boruta_all,quantile_ls_0.20,5.0,0.4002119392440834,0.2001059696220417,0.2001059696220417,2.506100628428903,0.1147834971694408,0.33276068261211683,-0.6845521323618363,0.3507356430944471,4214
oos,rf,classification,boruta_all,quantile_long_only_0.10,5.0,0.10014129282938891,0.10014129282938891,0.0,1.6785813950425497,0.08908913184023692,0.4485487949355876,-0.37261284104696063,0.09966777408637874,4214
oos,rf,classification,boruta_all,quantile_long_only_0.20,5.0,0.2001059696220417,0.2001059696220417,0.0,0.8884572038500413,0.05661143925168144,0.21205529640491824,-0.6063906903901757,0.1741813004271476,4214
oos,rf,classification,boruta_all,quantile_ls_0.05,5.0,0.10031790886612504,0.05015895443306252,0.05015895443306252,0.5651212032247117,0.039563387254181404,0.22156282909608443,-0.3195908068580102,0.11295681063122924,4214
oos,rf,classification,boruta_all,quantile_long_only_0.05,5.0,0.05015895443306252,0.05015895443306252,0.0,0.2722530431633381,0.021075233805875726,0.14353453564540636,-0.28676613829777214,0.04793545325106787,4214
