prediction_scope,model,task,variant,strategy,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,xgboost,classification,ta,long_only_band_0.0025,5.0,0.4987636877428471,0.4987636877428471,0.0,3.5715697892973877,0.14070211892201323,0.3709399830488894,-0.6856051730861799,0.25011865211200757,4214
oos,xgboost,classification,ta,long_only_band_0.005,5.0,0.49487813493465205,0.49487813493465205,0.0,3.187279198439813,0.13205957183682826,0.34943665737054747,-0.700277383445519,0.24869482676791646,4214
oos,xgboost,classification,ta,long_only_sign,5.0,0.5022960084775697,0.5022960084775697,0.0,3.183006808090532,0.1319594775994728,0.3463131274781355,-0.6879630496679734,0.24869482676791646,4214
oos,xgboost,classification,ta,long_only_band_0.01,5.0,0.4851642529141646,0.4851642529141646,0.0,2.7590026779659445,0.1215290194263452,0.32560049345079706,-0.6847731948710116,0.24964404366397722,4214
oos,xgboost,classification,ta,quantile_long_only_0.20,5.0,0.2001059696220417,0.2001059696220417,0.0,2.2364404809243523,0.10708263481249469,0.4338913641741259,-0.47658399020401476,0.15092548647365922,4214
oos,xgboost,classification,ta,sign_band_0.0025,5.0,0.9918756623101378,0.4987636877428471,0.4931119745672907,1.0883543413170753,0.0658600218049179,0.12588391791605288,-0.8823349516354939,0.4973896535358329,4214
oos,xgboost,classification,ta,full_exposure_sign,5.0,1.0,0.5022960084775697,0.4977039915224302,0.8758105962571703,0.055996669589313486,0.10661796795617486,-0.8919945218238983,0.49691504508780254,4214
oos,xgboost,classification,ta,quantile_ls_0.20,5.0,0.4002119392440834,0.2001059696220417,0.2001059696220417,0.6566362086961386,0.04469276718999682,0.12645226415630717,-0.5229696532503445,0.31561461794019935,4214
oos,xgboost,classification,ta,quantile_ls_0.10,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,0.6318671074673112,0.043330526690504856,0.18750912308084508,-0.38219569253994196,0.1912672045562411,4214
oos,xgboost,classification,ta,quantile_long_only_0.10,5.0,0.10014129282938891,0.10014129282938891,0.0,0.6237211772971119,0.042878391577150676,0.24515198955652762,-0.34095660031860586,0.09065021357380161,4214
oos,xgboost,classification,ta,sign_band_0.005,5.0,0.98445778876722,0.49487813493465205,0.489579653832568,0.5898839958184443,0.04097782242781434,0.07877873060878085,-0.9111236086475039,0.4973896535358329,4214
oos,xgboost,classification,ta,sign_band_0.01,5.0,0.9667961850936065,0.4851642529141646,0.4816319321794419,0.36872136749029605,0.02755971548843328,0.053506103235336396,-0.901735874838559,0.5030849549121974,4214
oos,xgboost,classification,ta,quantile_long_only_0.05,5.0,0.05015895443306252,0.05015895443306252,0.0,-0.1469333937944589,-0.01367051587441892,-0.10239721211666157,-0.2998637877610087,0.05268153773137162,4214
oos,xgboost,classification,ta,quantile_ls_0.05,5.0,0.10031790886612504,0.05015895443306252,0.05015895443306252,-0.26037786209475144,-0.025786471431733182,-0.15151493234633961,-0.4055041699407738,0.10631229235880399,4214
