prediction_scope,model,task,variant,strategy,prediction_start,cost_bps,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover,n_days
oos,lgbm,classification,onchain,long_only_sign,2018-03-17,5.0,0.7516778523489933,0.7516778523489933,0.0,3.7929146350416243,0.14538331273437755,0.3165745356834344,-0.8054464845301532,0.19553868058851448,4214
oos,lgbm,classification,onchain,long_only_band_0.01,2018-03-17,5.0,0.6633698339809254,0.6633698339809254,0.0,2.3391878760968976,0.11008362959029916,0.2510981415563614,-0.7692359255363905,0.24822021831988608,4214
oos,lgbm,classification,onchain,long_only_band_0.0025,2018-03-17,5.0,0.7186506534793359,0.7186506534793359,0.0,2.2730108454521063,0.10816061106744401,0.2408415374818935,-0.802100614674246,0.21452301850972946,4214
oos,lgbm,classification,onchain,long_only_band_0.005,2018-03-17,5.0,0.699222889438361,0.699222889438361,0.0,1.5672239506361407,0.08509092109450522,0.1907035674823993,-0.8250896619549042,0.22259136212624583,4214
oos,lgbm,classification,onchain,full_exposure_sign,2018-03-17,5.0,1.0,0.7516778523489933,0.2483221476510067,1.4626984097881839,0.08119117310580681,0.15452477562037795,-0.9391305955551054,0.3906027527289986,4214
oos,lgbm,classification,onchain,sign_band_0.01,2018-03-17,5.0,0.8601200989049805,0.6633698339809254,0.1967502649240551,1.1620299072712816,0.06906569735798151,0.13826838537769837,-0.8662188793901593,0.4219269102990033,4214
oos,lgbm,classification,onchain,sign_band_0.0025,2018-03-17,5.0,0.9496644295302014,0.7186506534793359,0.23101377605086543,0.5750827585580942,0.040134825616107817,0.0778974424944242,-0.9151340762332724,0.4019933554817276,4214
oos,lgbm,classification,onchain,quantile_long_only_0.20,2018-03-17,5.0,0.20028258565877782,0.20028258565877782,0.0,0.33656125065410225,0.02544567303503209,0.10371796083308328,-0.5376313502128149,0.17702895111532985,4214
oos,lgbm,classification,onchain,sign_band_0.005,2018-03-17,5.0,0.9131049099258213,0.699222889438361,0.21388202048746027,0.2607251843528591,0.02027053181943894,0.039759073923602235,-0.9200465640142539,0.4072140484100617,4214
oos,lgbm,classification,onchain,quantile_long_only_0.05,2018-03-17,5.0,0.05121865065347934,0.05121865065347934,0.0,-0.007356772705138459,-0.00063936553142252,-0.005409096031138397,-0.35279162208702225,0.054105363075462744,4214
oos,lgbm,classification,onchain,quantile_ls_0.20,2018-03-17,5.0,0.4003885552808195,0.20028258565877782,0.2001059696220417,-0.1416537995870799,-0.013143269576048944,-0.038308378626732156,-0.7960018326053819,0.35310868533459894,4214
oos,lgbm,classification,onchain,quantile_long_only_0.10,2018-03-17,5.0,0.10014129282938891,0.10014129282938891,0.0,-0.19755722858324753,-0.01888317136839812,-0.11010261556182487,-0.5026807377950501,0.10773611770289511,4214
oos,lgbm,classification,onchain,quantile_ls_0.05,2018-03-17,5.0,0.1020840692334864,0.05121865065347934,0.050865418580007066,-0.39396476771914346,-0.04245139772545581,-0.2781309589450705,-0.5849621491522382,0.10963455149501661,4214
oos,lgbm,classification,onchain,quantile_ls_0.10,2018-03-17,5.0,0.20028258565877782,0.10014129282938891,0.10014129282938891,-0.7665740400291299,-0.11840000165455888,-0.5333828735492132,-0.824343922339575,0.20930232558139536,4214
